id,title,owner,access,status,reason,webmap,nested_appid,url
a44edd2d3f0445d5b8fd134729d2f8ce,Birds on the Walls: The Audubon Mural Project,StoryMaps,public,PASS,,a4f2db9e9e814e1993c0da128b8ad007,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=a44edd2d3f0445d5b8fd134729d2f8ce
dce3014995464fada478b32faa825c7f,Blue Ribbon Panel of Experts for the Global Partnership for Oceans (GPO),dwright_storymaps,public,PASS,,77bb35c3dde3440083e6b78640f301f0,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=dce3014995464fada478b32faa825c7f&webmap=77bb35c3dde3440083e6b78640f301f0
a0d757865b32443c8b467201d4b157fd,Border Monuments,clare.storymaps,public,PASS,,0cdd879f3fb143bb9cd28c0315343b3a,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=a0d757865b32443c8b467201d4b157fd
c0768fdc29304a95a846b531008cb10c,Buenos Aires,mystories,private,PASS,,02317f5df078464188bfe97e9a548802,,https://story.maps.arcgis.com/apps/MapTour/?appid=c0768fdc29304a95a846b531008cb10c
e985c205b6e04b409a433f7e061a6c08,calling test 2,owen.storymaps,public,PASS,,9e5680fad90c4c8080a9c99bbfdba2e4,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=e985c205b6e04b409a433f7e061a6c08
4899ebb1a84545858dd8da141fb6749f,Cape Cod Ride,StoryMaps,public,PASS,,2fa82fa41f234c5fb8a960c5d78bed06,,https://Story.maps.arcgis.com/apps/MapTour/index.html?appid=4899ebb1a84545858dd8da141fb6749f
bc3d047ec1164e1da835ad6970522ba9,Celebrating Great Trees,StoryMaps,public,PASS,,3d8443584f3c4bef82af96644675f6bc,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=bc3d047ec1164e1da835ad6970522ba9
8910cdd9fc324755a3f6bf0edd725ef5,Celebrating the African American History Museum,StoryMaps,public,PASS,,d88e06538ec241e49dddf0095cf69217,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=8910cdd9fc324755a3f6bf0edd725ef5
d79049ace3a14af1817646dfd3258d41,Census Test Map Tour,acarroll73,private,PASS,,c42ec07d961b4700be9697b8be21cb0f,,https://story.maps.arcgis.com/apps/MapTour/?appid=d79049ace3a14af1817646dfd3258d41
ec21dfd00e5b4ddf8ebc61240983f7e8,Census_DirectorsMapTour,dasbury_storymaps,private,PASS,,75087b1c6d6e4de6bab3d92042cc44f9,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=ec21dfd00e5b4ddf8ebc61240983f7e8&webmap=75087b1c6d6e4de6bab3d92042cc44f9
a7f1e8bdbf1b45489c49174b7807a34c,Chicago Out of Eden Walk,StoryMaps,public,PASS,,769761c12b084175a0c6852da8c41f12,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=a7f1e8bdbf1b45489c49174b7807a34c
d34732942b9140bb92fa3817a69f7be9,Christmas Bird Count in Washington DC's Rock Creek Park,StoryMaps,public,PASS,,68a96548050a4e1ebd461cb60871d172,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=d34732942b9140bb92fa3817a69f7be9
10c62c6bd29f4175b26386aa46cf5a40,Construction In My Neighborhood,dasbury_storymaps,public,PASS,,a008e1a1884649b8928c01816af9f184,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=10c62c6bd29f4175b26386aa46cf5a40
f518839f90654de593c3c7ffbbf27e77,Cornwall Hike 4,StoryMaps,public,PASS,,3277e996026e41bda06a06e518342056,,https://story.maps.arcgis.com/apps/MapTour/?appid=f518839f90654de593c3c7ffbbf27e77
7f9f0eb4cbd9436194484ed25f303fe8,"Critical Area Tour, Patuxent River, Maryland",StoryMaps,public,PASS,,329e1fea9fd14195bc071e3bd21122f9,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=7f9f0eb4cbd9436194484ed25f303fe8&webmap=329e1fea9fd14195bc071e3bd21122f9
dc1789a523b64452a9f05c6bd60e6107,DC bike loop March 2014,StoryMaps,private,PASS,,b8bfdfa6b3f8464caf43399f3d764117,,https://story.maps.arcgis.com/apps/MapTour/?appid=dc1789a523b64452a9f05c6bd60e6107
74c50357f107402497224e72548713ac,dddwqddwq,mcooney.story,private,PASS,,8fc0ec671ed247718cada901f2a8f00b,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=74c50357f107402497224e72548713ac
e14a27f2877b4e579224bc77e9dddfa7,Dead Sea tour,dasbury_storymaps,private,PASS,,d7d937e523074fa1882c2e9a8b956803,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=e14a27f2877b4e579224bc77e9dddfa7&webmap=d7d937e523074fa1882c2e9a8b956803
7e74a7d0c3c1416189c32522483dd935,Discovering Small Towns in Southwest Missouri,StoryMaps,public,PASS,,11af0de720294dd5ad7e48f0816480b0,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=7e74a7d0c3c1416189c32522483dd935&webmap=11af0de720294dd5ad7e48f0816480b0
20f8b52ff93b4cf19feb6053389c6a4f,dsffdsfsd,mcooney.story,private,PASS,,8f0728c784db4293940a75315c6e66bf,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=20f8b52ff93b4cf19feb6053389c6a4f
092a8e11dd024d769d6af89ba707d782,Dynamic test,StoryMaps,private,PASS,,f5e239d2f2da4466b3167d3ec34de13e,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=092a8e11dd024d769d6af89ba707d782&webmap=f5e239d2f2da4466b3167d3ec34de13e
9dec3593ebbe4a3baa930631fddae403,Ecosystems Map Tour,StoryMaps,public,PASS,,dd6f7f93d54341a69a47002696cf5744,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=9dec3593ebbe4a3baa930631fddae403&webmap=dd6f7f93d54341a69a47002696cf5744
e3d1260e88ff49a0adf4d828cb393e96,Ecosystems Tour,StoryMaps,public,PASS,,2ad29b969ab04148a53a67a91b3c15ad,,https://story.maps.arcgis.com/apps/MapTour/?appid=e3d1260e88ff49a0adf4d828cb393e96
942ec03b99cd45c7adf7d29c41c71737,Embassies in D.C.,dasbury_storymaps,org,PASS,,2d948bbbf209486b8db49a62f913ff51,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=942ec03b99cd45c7adf7d29c41c71737
651b077c1e314f2e8cb1c7fe49b63da5,embed,mcooney.story,public,PASS,,327b0137e0e346f1bd10e06e12fee02e,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=651b077c1e314f2e8cb1c7fe49b63da5
20fd39888a444629bc8e40d9b6ac38cc,Esri Campus Tour,acarroll_storymaps,public,PASS,,680415c1370949f28bf03879cce97831,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=20fd39888a444629bc8e40d9b6ac38cc
34762c29840e4540becae0318c3c3000,Esri Chief Scientist 2018 Map Tour,dwright_storymaps,public,PASS,,5149f4987d904cad9dd5095cad3d4194,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=34762c29840e4540becae0318c3c3000
b78e920d18724789a045310ef4d1ad86,Esri Map Tour demo,dasbury_storymaps,private,PASS,,416256ff5d3d434ea777855a3cf5eed7,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=b78e920d18724789a045310ef4d1ad86
f676b46b2e0346128c225195b1fe1218,Exploring the Chesapeake in John Smith's Wake,StoryMaps,org,PASS,,58fbfbf5f8a44ccc85815d1aa40569b4,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=f676b46b2e0346128c225195b1fe1218&webmap=58fbfbf5f8a44ccc85815d1aa40569b4
bf34cf8be894467c94581ed3eeb14c4c,"Exploring the Fowey and Lerryn estuaries, Cornwall, England",StoryMaps,public,PASS,,35e2026c374a4c2cb1b1026f47797ca6,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=bf34cf8be894467c94581ed3eeb14c4c&webmap=35e2026c374a4c2cb1b1026f47797ca6
8e2ace7e1f66454d9c899f8a351fb57b,Exploring the Outer Hebrides,StoryMaps,public,PASS,,312ecb3d45534a70acdb30d7837c2fa2,,https://www.arcgis.com/apps/MapTour/?appid=8e2ace7e1f66454d9c899f8a351fb57b&webmap=312ecb3d45534a70acdb30d7837c2fa2
d7b03088dc6e4548b1c5b20e057c9bb2,Exploring the Outer Hebrides,StoryMaps,private,PASS,,312ecb3d45534a70acdb30d7837c2fa2,8e2ace7e1f66454d9c899f8a351fb57b,https://www.arcgis.com/apps/MapTour/?appid=8e2ace7e1f66454d9c899f8a351fb57b
f63afb67ce50469ea0587144e066e6cd,Facebook Images tour test,StoryMaps,private,PASS,,4774fbb9dbbe444d94b4dbe56cc17516,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=f63afb67ce50469ea0587144e066e6cd
e4c22e7c6e12428abc10ea90f7b28019,Filipino Restaurants in NYC,tess.storymaps,private,PASS,,27354637e1ec42da95265b8e644436aa,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=e4c22e7c6e12428abc10ea90f7b28019
c213d999dc1b46a1b559423fc0bbb56d,"Finding the extraordinary in the ordinary: Redlands, CA",StoryMaps,public,PASS,,9319e682946148b68d2b09215a1ee530,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=c213d999dc1b46a1b559423fc0bbb56d&webmap=9319e682946148b68d2b09215a1ee530
2f7bd7f4a28c41b28d6fad6d4df67e95,Geologic rock tour,StoryMapsTeam15,private,PASS,,28afb6cb28084fba843410387bfbb7b7,,https://story.maps.arcgis.com/apps/MapTour/?appid=2f7bd7f4a28c41b28d6fad6d4df67e95
2fd1a4abd1d346e19840493431d3c178,Greg's road trip in French Riviera,glazou2,public,PASS,,ffe073a99bf84d36af635ca3744a5ef5,,https://story.maps.arcgis.com/apps/MapTour/?appid=2fd1a4abd1d346e19840493431d3c178
2c59bbd5671640799f5db33f6237c983,greg10151,StoryMaps,private,PASS,,ac170346643f48caa740f1d5c8a439b4,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=2c59bbd5671640799f5db33f6237c983&webmap=ac170346643f48caa740f1d5c8a439b4
7cc759a14dbe4a95a31414e584134fdf,greg10211,StoryMaps,private,PASS,,9c240691b9e1475eaea7ce5024becda1,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=7cc759a14dbe4a95a31414e584134fdf&webmap=9c240691b9e1475eaea7ce5024becda1
3d2a73343b984eff85a04aa391a85519,greg7156,StoryMaps,private,PASS,,5f3646d09714453eb4fcd6ea23f30fff,,https://story.maps.arcgis.com/apps/MapTour/?appid=3d2a73343b984eff85a04aa391a85519
1a2b814b387d41bba154f980ae2f8954,gregtest91,StoryMaps,private,PASS,,6c990d85dd894a81b7305b28b62dde8b,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=1a2b814b387d41bba154f980ae2f8954
157bc870dcba47219ba9faeec72b2e85,grergrergr,mcooney.story,private,PASS,,184a6f2bdba74b439f18b06e51dc2b31,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=157bc870dcba47219ba9faeec72b2e85
a1337f9d43474b6fabf5e729b8fb5a5d,Harvard October 2015,StoryMaps,public,PASS,,30645867b0ee42b68caa7a5b169500a3,,https://story.maps.arcgis.com/apps/MapTour/?appid=a1337f9d43474b6fabf5e729b8fb5a5d
8a5c8552c63f4cc085811120947d1f0a,Have I Been a Data Scientist from the Start? Parallels from the Geographic Information Science Community in the Early 1990s,dwright_storymaps,public,PASS,,c9cc33784c0f4746a68c34639ad40d46,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=8a5c8552c63f4cc085811120947d1f0a&webmap=c9cc33784c0f4746a68c34639ad40d46
68b5b0b7f1654d12ae0f71f51d5ce192,Hawaii,skitterman,public,PASS,,75ed42f9a5ed4f2399ba753cd8deae6d,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=68b5b0b7f1654d12ae0f71f51d5ce192
2f27562285294bfba0519561a32a49cf,Hayward Fault Field Guide (Map Tour Copy),dasbury_storymaps,private,PASS,,0b4f8c00fe664f6ba50804b5e70b2031,,https://usgs.maps.arcgis.com/apps/MapTour/index.html?appid=2f27562285294bfba0519561a32a49cf
1aaf0d9acba3480d98e0a349b74d9767,Hidden San Diego,StoryMaps,public,PASS,,4aa8848de09044d99d0867af5686f385,,https://storymaps.esri.com/stories/hidden-san-diego/
f90046e0ce8e44e2a128f0325fccb2af,Hiking the Appalachian Trail,StoryMaps,private,PASS,,051d2c8302a747ce8335a0a1f106fc86,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=f90046e0ce8e44e2a128f0325fccb2af&webmap=051d2c8302a747ce8335a0a1f106fc86
25dabed05bc1443e8eba7334d19a6ccb,Hurricance Matthew,dasbury_storymaps,private,PASS,,71e37f4751c043219c28465be98dcf1f,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=25dabed05bc1443e8eba7334d19a6ccb
8213fc5344c44e688606cccdba802c2b,iceland,mcooney.story,private,PASS,,66dde00a9a8d402a8f7fde8933595cb0,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=8213fc5344c44e688606cccdba802c2b
440c9df0fb7c4812afd12ba1ec174e70,iceland,mcooney.story,private,PASS,,522290b1916848d9bba4b99e1a324add,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=440c9df0fb7c4812afd12ba1ec174e70
a0653810e87a4a94afcb0452546e020b,iceland   .mobile-view #header { visibility: hidden; } ,mcooney.story,private,PASS,,0964dfd795894d619a1cd4dc478fcc40,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=a0653810e87a4a94afcb0452546e020b
dcf8d904ad5948a3b9b30b2978eaeb16,iceland <img src='http://missioncity.maps.arcgis.com/sharing/rest/content/items/d248dca821804cf6a545b4e590b1a092/data' style='width:447px; height:30px;' />,mcooney.story,public,PASS,,9a61f0a64daa4235911f723a98f829d9,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=dcf8d904ad5948a3b9b30b2978eaeb16
b59c8a1f89b04872bc13aeb6f3fb22eb,In celebration of the Parisian cafe,StoryMaps,public,PASS,,f445c7890bf14249a0ec8e28fdf2587d,560eeb563fa348b7a91c6e2352bc4cd8,https://story.maps.arcgis.com/apps/MapTour/?appid=560eeb563fa348b7a91c6e2352bc4cd8
be5ae58cb28d4b45871451010a25d079,Iran Tour: Side-Panel Layout,cooper.storymaps,public,PASS,,01c5318ff57e481ab6605efb2e45ec42,,https://Story.maps.arcgis.com/apps/MapTour/index.html?appid=be5ae58cb28d4b45871451010a25d079
7fc93384c2b34ac1b219ac21ac638bce,Iran: A Glimpse Beyond the Headlines,cooper.storymaps,public,PASS,,01c5318ff57e481ab6605efb2e45ec42,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=7fc93384c2b34ac1b219ac21ac638bce
17c5b400489f4e42aa8d43536d071176,Israel tour,dasbury_storymaps,private,PASS,,1412d387838441d7b2390d03acb037b8,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=17c5b400489f4e42aa8d43536d071176&webmap=1412d387838441d7b2390d03acb037b8
054fc18a5e674d95a3e9ec96d6dea62e,it's alive!,mcooney.story,private,PASS,,f213467edfdd43438262acc55ebb7174,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=054fc18a5e674d95a3e9ec96d6dea62e
0b43b26a4c6e4b3c9335dc175f49a11e,"Jacksonville, Florida map tour",StoryMaps,public,PASS,,52cc02a5330d4e499f6cb282826735ad,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=0b43b26a4c6e4b3c9335dc175f49a11e&webmap=52cc02a5330d4e499f6cb282826735ad
43ae2099ea3846ce96caf3375ae7175b,jkljkjk.jk.j.,mcooney.story,private,PASS,,ddea749e3c1d400685f511ba091d579f,,http://mcooney:8080/map-tour/map-tour/src/index.html?appid=43ae2099ea3846ce96caf3375ae7175b
b2b41bbb8fad4f09a43ef0a73e59e900,John F. Kennedy: A Map Biography,StoryMaps,public,PASS,,05d9868accbc41f7a6ff84e8c6d436fc,24e56b98a2644beb862db5d55c8ea355,https://esrimedia.maps.arcgis.com/apps/MapTour/index.html?appid=24e56b98a2644beb862db5d55c8ea355&webmap=05d9868accbc41f7a6ff84e8c6d436fc
22dafcf95a14407fbf84ef7b48e07259,Kepler,dasbury_storymaps,private,PASS,,3f8c8f5bba1f4855939ad11857e92a7f,,https://story.maps.arcgis.com/apps/MapTour/?appid=22dafcf95a14407fbf84ef7b48e07259
aa75af5f3cec41a4bc7cf611f80a7efc,Lee's Map Tour,StoryMaps,private,PASS,,a3e20aec32bc40659a156a3eea18f481,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=aa75af5f3cec41a4bc7cf611f80a7efc&webmap=a3e20aec32bc40659a156a3eea18f481
1287e5edc93040528ad493b7f30a94a6,Lee's Test CSV Map Tour,StoryMaps,private,PASS,,0b67068e340343e4ae1364b3e5121948,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=1287e5edc93040528ad493b7f30a94a6&webmap=0b67068e340343e4ae1364b3e5121948
10081ed5beb04f5ab456c1b23e368ac2,Live csv test,mystories,org,PASS,,8281a529762140848c6a277a08f53238,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=54631217510a4cf0a0e54670a25cb529
43e2f7c8871a4eebbbabc5a54a05a14d,logo mt,mcooney.story,private,PASS,,1cd12290f6524907a6dccfeb40c186ef,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=43e2f7c8871a4eebbbabc5a54a05a14d
88530904c0f64044a446e48e110096e8,Map Tour Audio,mcooney.story,public,PASS,,36e30e26b48448428a1feeabfdb681eb,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=88530904c0f64044a446e48e110096e8
f31f747423374784890603d035decb90,Map tour test,jenniferbell.storymaps,private,PASS,,8cb8a234a04e4153bd2c3760ed27c68e,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=f31f747423374784890603d035decb90
d5fd93f444d6473f9dc318277b463b88,maptour_psp4,StoryMaps,org,PASS,,97b638b347fd449c86a1f7930d7cd390,,https://story.maps.arcgis.com/apps/MapTour/?appid=d5fd93f444d6473f9dc318277b463b88&webmap=97b638b347fd449c86a1f7930d7cd390
45b23572eaea48c5b6530a0cf1ca159c,MIT Campus Walk,StoryMaps,public,PASS,,2c8f60fc919b46c0b68679f3cd838d4f,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=45b23572eaea48c5b6530a0cf1ca159c&webmap=2c8f60fc919b46c0b68679f3cd838d4f
e8e17f75cc7e473891e010fc91f6f654,MIT September 2013,StoryMaps,private,PASS,,bdfa31f588be42b6a5a74dcdfe4f0cfd,,https://story.maps.arcgis.com/apps/MapTour/?appid=e8e17f75cc7e473891e010fc91f6f654
1177b222185d4a2092253085d7c2112e,MIT tour,StoryMaps,private,PASS,,1aab33ee3006457abfebf0035528d5a9,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=1177b222185d4a2092253085d7c2112e&webmap=1aab33ee3006457abfebf0035528d5a9
6242bbffaadc48aaa0ed71c057fe7cfe,MIT tour,StoryMaps,private,PASS,,845834dfcd924766bb9380e865c74a27,,https://story.maps.arcgis.com/apps/MapTour/index.html?appid=6242bbffaadc48aaa0ed71c057fe7cfe&webmap=845834dfcd924766bb9380e865c74a27
